mass, logp, h_d, h_a, rot_b, tpsa, target
310.44, 4.09, 0, 2, 1, 34.14, antineoplastic
1163.16, -16.32, 24, 30, 18, 672.86, antiinfective
778.95, 4.75, 2, 11, 7, 133.87, antineoplastic
199.28, 3.89, 1, 2, 0, 12.03, antiinfective
354.45, 2.95, 1, 5, 2, 54.7, cardio
555.23, 7.93, 0, 5, 14, 32.78, cns
483.52, -7.33, 11, 15, 6, 288.4, antiinfective
710.9, 4.27, 5, 10, 14, 171.22, antiinfective
335.4, 1.19, 1, 6, 0, 76.07, antineoplastic
266.26, -1.38, 4, 8, 2, 126.65, antineoplastic
348.43, 2.53, 3, 5, 5, 100.19, cardio
663.41, 6.42, 3, 8, 22, 108.33, antiinfective
477.48, 1.19, 5, 7, 10, 178.71, antineoplastic
769.97, 6.07, 3, 12, 4, 154.73, antiinfective
530.66, 3.01, 4, 8, 3, 129.59, cardio
429.52, 3.22, 2, 5, 3, 70.0, cns
316.47, 4.53, 1, 0, 7, 16.61, cardio
548.59, -3.07, 7, 11, 15, 235.84, antiinfective
813.98, 2.77, 3, 16, 12, 206.05, antiinfective
206.31, 2.5, 0, 3, 2, 15.6, antiinfective
354.1, -1.22, 3, 6, 2, 104.55, antiinfective
364.78, 2.69, 2, 6, 0, 96.36, antiinfective
357.45, 3.49, 0, 5, 6, 40.16, cns
557.53, 4.85, 0, 5, 6, 72.08, antiinfective
329.74, 3.43, 1, 4, 2, 84.6, antiinfective
1882.33, 4.37, 21, 17, 53, 548.99, antiinfective
751.01, 6.19, 4, 10, 12, 161.21, antiinfective
297.42, 4.63, 1, 3, 6, 21.26, cns
275.22, 1.66, 2, 6, 4, 117.97, antiinfective
352.43, 3.18, 1, 4, 1, 54.56, cardio
457.96, 3.23, 0, 6, 8, 72.6, cardio
400.54, 3.76, 1, 5, 8, 50.8, cardio
405.46, 0.33, 2, 9, 11, 122.64, cardio
333.14, -0.46, 3, 6, 3, 104.55, antiinfective
641.66, -3.35, 9, 13, 7, 278.15, antineoplastic
254.09, -3.12, 3, 9, 4, 159.41, antineoplastic
523.57, 0.98, 3, 12, 8, 177.42, antiinfective
244.21, -3.01, 4, 8, 3, 143.72, antiinfective
413.56, 3.39, 2, 5, 4, 62.16, cns
1793.12, 4.5, 20, 28, 19, 560.98, antiinfective
828.01, 3.01, 3, 16, 12, 206.05, antiinfective
588.78, 8.29, 0, 5, 14, 32.78, cns
550.65, 3.7, 4, 7, 12, 145.33, antiinfective
366.41, 1.12, 1, 7, 3, 94.59, antineoplastic
611.62, 3.0, 4, 11, 8, 202.84, antiinfective
454.7, 6.43, 3, 3, 7, 60.69, antineoplastic
515.53, 0.78, 9, 8, 9, 269.29, antiinfective
337.57, 5.56, 2, 3, 12, 32.26, cardio
546.75, 5.54, 0, 6, 8, 59.08, cns
433.51, 2.62, 2, 7, 5, 93.45, antineoplastic
186.17, 2.54, 0, 3, 0, 43.35, cns
541.49, -1.74, 6, 10, 11, 216.33, antiinfective
235.2, 0.11, 1, 6, 5, 113.44, cardio
366.84, 5.35, 1, 3, 2, 54.37, antiinfective
251.25, -1.09, 3, 8, 3, 119.31, antiinfective
297.34, -0.61, 3, 9, 3, 119.31, antiinfective
363.8, 5.35, 2, 3, 3, 62.32, cns
813.89, 0.9, 5, 15, 9, 224.24, antineoplastic
696.96, 8.74, 1, 7, 17, 85.69, antiinfective
654.84, 1.89, 9, 11, 5, 208.37, antiinfective
320.47, 5.43, 1, 2, 14, 49.83, cardio
552.58, -3.17, 2, 16, 8, 220.88, antiinfective
1294.53, -6.2, 17, 21, 36, 569.28, cns
237.28, 2.14, 1, 3, 5, 77.34, cns
406.48, 3.74, 3, 5, 10, 75.74, cardio
690.86, 2.27, 2, 11, 7, 176.42, antiinfective
220.25, 0.77, 2, 5, 5, 95.83, cardio
552.58, -3.17, 2, 16, 8, 220.88, antiinfective
293.41, 3.18, 2, 2, 4, 32.26, cns
388.46, 1.9, 3, 4, 8, 106.94, cardio
889.02, 8.61, 4, 8, 10, 174.64, antiinfective
361.42, 0.83, 2, 7, 3, 99.28, antineoplastic
1008.26, 4.63, 3, 15, 10, 206.57, antiinfective
1425.53, -8.92, 22, 32, 36, 691.47, antineoplastic
498.58, 2.58, 2, 7, 11, 114.4, cardio
293.35, -0.21, 3, 4, 5, 123.46, cardio
133.19, 1.5, 1, 1, 1, 26.02, cns
610.71, 0.83, 6, 6, 7, 189.8, cardio
837.06, 2.21, 5, 17, 13, 216.89, antiinfective
442.56, 6.35, 1, 5, 6, 63.83, antineoplastic
312.26, -0.95, 3, 6, 1, 129.81, antineoplastic
793.95, 1.61, 5, 15, 8, 218.82, cardio
383.52, 2.86, 1, 6, 5, 48.3, cns
378.43, 2.45, 2, 4, 5, 84.5, antiinfective
239.32, 3.36, 2, 1, 2, 50.41, cns
431.93, 4.08, 0, 4, 18, 80.26, antiinfective
1022.24, 2.32, 4, 14, 10, 231.2, antiinfective
875.11, 5.6, 3, 14, 8, 170.06, antiinfective
572.68, 2.18, 6, 14, 8, 203.76, antiinfective
360.29, 2.04, 2, 8, 7, 189.32, antiinfective
258.32, 3.35, 0, 3, 5, 35.53, antiinfective
223.27, 1.11, 1, 3, 7, 72.69, antiinfective
523.57, 0.98, 3, 12, 8, 177.42, antiinfective
959.13, -1.03, 12, 19, 9, 315.21, antiinfective
696.96, 8.74, 1, 7, 17, 85.69, antiinfective
337.38, -1.11, 6, 5, 9, 177.05, cns
297.27, -2.63, 0, 9, 6, 103.59, antineoplastic
318.5, 4.6, 1, 2, 1, 37.3, cns
446.51, 3.66, 3, 7, 8, 129.81, cardio
182.19, -1.67, 2, 5, 3, 95.44, antineoplastic
181.23, 1.04, 3, 3, 4, 52.49, cardio
284.3, -0.9, 4, 8, 2, 116.42, antineoplastic
470.54, -2.06, 1, 13, 9, 166.16, antiinfective
264.2, 0.74, 1, 6, 4, 118.05, antiinfective
354.47, 1.7, 1, 5, 7, 75.71, cns
285.31, 2.66, 0, 5, 3, 78.29, antineoplastic
1664.92, 0.77, 17, 31, 12, 562.74, antiinfective
916.11, 1.83, 5, 18, 13, 238.67, antiinfective
548.67, 2.43, 3, 9, 5, 131.75, cardio
227.19, -0.59, 2, 6, 2, 90.37, antiinfective
405.45, 0.88, 2, 6, 9, 116.25, cardio
158.93, 0.0, 0, 0, 0, 0.0, antineoplastic
257.25, -1.76, 7, 7, 5, 148.07, cns
361.45, -1.07, 4, 6, 8, 132.12, antineoplastic
416.65, 5.7, 3, 3, 6, 60.69, cardio
810.98, 3.16, 7, 12, 16, 215.55, antiinfective
281.36, 2.84, 2, 4, 4, 47.86, cardio
250.34, 2.76, 0, 3, 4, 32.78, cns
259.22, 2.24, 2, 5, 3, 100.67, cns
260.29, 2.08, 1, 3, 3, 66.48, cns
705.65, 5.58, 0, 12, 11, 104.7, antiinfective
193.25, 2.08, 1, 3, 3, 52.32, cns
300.34, 2.01, 2, 5, 3, 97.97, antiinfective
368.48, 4.07, 2, 4, 6, 61.8, cardio
926.11, 0.94, 12, 17, 3, 319.61, antiinfective
229.19, -2.95, 4, 6, 2, 116.09, antineoplastic
443.46, 0.62, 6, 7, 9, 187.5, antineoplastic
324.34, -0.8, 3, 9, 7, 151.14, antiinfective
511.52, 5.29, 0, 4, 10, 36.92, cardio
364.36, 1.79, 2, 7, 1, 101.65, antineoplastic
843.06, 2.33, 4, 16, 11, 195.38, antiinfective
177.2, -2.62, 4, 5, 1, 84.16, antiinfective
877.05, 4.74, 6, 15, 5, 216.66, antiinfective
385.38, 2.46, 1, 8, 5, 131.56, cardio
422.45, -2.22, 6, 9, 8, 215.67, antiinfective
356.44, 1.67, 2, 4, 2, 66.76, cns
407.99, 3.59, 1, 3, 9, 66.64, cardio
286.34, 1.09, 3, 7, 4, 101.88, antiinfective
326.44, 3.4, 1, 4, 4, 45.59, cardio
359.4, 2.32, 1, 5, 4, 65.78, antineoplastic
1597.61, -1.6, 18, 33, 37, 601.88, antiinfective
149.16, 0.39, 2, 4, 1, 66.49, antiinfective
549.7, 6.83, 0, 6, 12, 36.02, cns
294.25, 1.28, 1, 1, 0, 26.02, antineoplastic
810.73, 3.72, 0, 18, 12, 235.14, cardio
399.87, 3.81, 2, 5, 9, 101.93, cns
837.06, 2.21, 5, 17, 13, 216.89, antiinfective
487.69, 5.82, 1, 7, 12, 87.33, antiinfective
253.08, -4.32, 2, 9, 4, 162.24, antineoplastic
107.87, -0.0, 0, 0, 0, 0.0, antiinfective
474.52, -0.39, 4, 8, 7, 159.1, antiinfective
340.43, 2.88, 4, 4, 10, 118.2, antiinfective
445.45, -0.39, 6, 9, 2, 181.62, antiinfective
388.82, 1.57, 0, 7, 2, 91.76, cns
875.22, 10.31, 3, 11, 15, 217.1, antiinfective
209.14, -0.48, 4, 3, 4, 120.85, cns
395.42, -0.17, 4, 9, 5, 158.21, antiinfective
339.33, -0.8, 2, 7, 5, 136.8, antiinfective
354.1, -1.22, 3, 6, 2, 104.55, antiinfective
378.41, 0.49, 3, 5, 5, 124.01, antiinfective
278.34, 1.48, 2, 5, 3, 97.97, antiinfective
558.63, 0.75, 7, 10, 8, 194.68, antineoplastic
918.86, -5.2, 12, 20, 4, 409.36, antiinfective
411.54, 3.16, 2, 5, 4, 62.16, cns
285.69, -0.3, 3, 8, 2, 119.31, antineoplastic
282.3, -2.32, 2, 6, 3, 98.82, antineoplastic
210.28, 0.07, 0, 6, 3, 48.39, antineoplastic
460.44, -4.01, 7, 9, 2, 205.88, antiinfective
181.21, -0.6, 2, 3, 4, 83.47, cns
265.36, 3.62, 1, 2, 3, 21.26, cns
538.45, 4.19, 1, 8, 11, 90.88, antiinfective
654.61, 3.19, 3, 6, 5, 118.21, cns
1009.19, 4.69, 8, 16, 26, 286.99, cardio
477.6, -3.33, 8, 12, 7, 199.73, antiinfective
320.47, 5.43, 1, 2, 14, 49.83, cardio
240.27, 1.49, 1, 4, 2, 59.28, cardio
495.45, -3.48, 8, 12, 8, 250.32, antiinfective
208.22, 0.68, 2, 3, 5, 79.29, cns
364.4, -1.31, 3, 7, 4, 135.79, antiinfective
524.44, 2.11, 1, 13, 13, 212.51, cardio
1097.4, 10.4, 4, 16, 1, 213.62, antiinfective
414.51, -1.6, 6, 6, 12, 131.88, antineoplastic
322.28, -1.93, 4, 6, 8, 161.65, antiinfective
236.33, 2.38, 0, 0, 2, 0.0, antiinfective
320.47, 5.43, 1, 2, 14, 49.83, cardio
176.22, 1.46, 1, 3, 1, 47.61, cns
473.58, 2.38, 5, 4, 11, 142.83, cns
456.68, 6.17, 2, 2, 11, 59.8, antiinfective
267.31, 1.67, 2, 5, 3, 98.22, antiinfective
146.14, -1.49, 2, 4, 3, 65.52, antineoplastic
556.72, 1.64, 1, 8, 12, 109.64, cardio
344.32, 1.5, 2, 7, 2, 117.97, antiinfective
358.55, 6.9, 1, 2, 10, 37.3, antineoplastic
639.83, 5.73, 2, 9, 3, 116.04, antiinfective
509.67, 4.31, 1, 5, 7, 70.47, antiinfective
236.7, -0.43, 0, 5, 5, 77.51, antineoplastic
294.4, 3.16, 1, 3, 3, 36.36, antiinfective
290.02, 1.78, 1, 4, 1, 87.16, antiinfective
835.09, 2.2, 5, 16, 12, 196.33, antiinfective
1043.19, -3.62, 13, 14, 21, 436.83, antiinfective
143.21, 0.95, 0, 2, 5, 40.13, cns
654.71, 3.12, 3, 10, 7, 144.28, antineoplastic
1093.33, -3.31, 16, 18, 23, 412.03, antiinfective
628.94, 11.58, 3, 4, 10, 69.92, cns
288.44, 3.9, 1, 2, 5, 32.34, cns
196.25, 1.54, 0, 3, 1, 50.14, cardio
722.43, 1.36, 8, 10, 12, 267.4, antiinfective
128.56, 2.05, 1, 1, 0, 20.23, antiinfective
1030.14, -3.09, 14, 17, 15, 377.42, antiinfective
380.32, -1.38, 2, 6, 3, 137.92, antiinfective
244.21, -3.01, 4, 8, 3, 143.72, antiinfective
223.28, 2.68, 0, 3, 1, 41.61, antineoplastic
179.22, 0.72, 2, 3, 3, 54.02, cns
298.35, 1.53, 0, 6, 3, 50.72, cns
444.39, 0.5, 4, 10, 0, 159.82, antineoplastic
250.36, 0.91, 3, 2, 3, 44.9, cns
300.41, 2.42, 1, 5, 5, 50.28, cns
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
213.28, 0.34, 2, 3, 2, 82.86, cardio
183.1, -0.6, 3, 3, 5, 98.07, antiinfective
484.97, 4.05, 1, 5, 4, 80.67, cardio
154.12, 0.8, 3, 3, 1, 77.76, antineoplastic
1449.27, 0.11, 19, 25, 13, 530.49, antiinfective
334.5, 3.57, 2, 3, 2, 57.53, cns
599.7, 1.26, 2, 9, 7, 149.99, antiinfective
532.62, 1.59, 5, 7, 8, 171.33, antiinfective
377.28, 0.12, 3, 5, 8, 117.69, antiinfective
243.22, -1.83, 4, 7, 2, 112.15, antineoplastic
405.46, -1.0, 2, 7, 10, 126.78, cardio
827.33, 11.99, 1, 7, 11, 69.62, antiinfective
200.11, 0.91, 2, 6, 2, 126.74, cns
282.34, 2.39, 0, 5, 0, 53.99, antiinfective
292.45, 3.46, 1, 0, 4, 4.44, antiinfective
671.41, -4.6, 10, 18, 8, 357.38, antiinfective
962.1, -1.46, 13, 12, 29, 384.09, cns
288.31, 1.11, 1, 6, 3, 88.32, antiinfective
329.37, 3.33, 1, 4, 4, 39.72, cns
2194.61, 6.63, 24, 38, 20, 719.08, antiinfective
537.62, 5.61, 2, 7, 6, 94.72, antiinfective
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
216.95, 0.81, 1, 7, 0, 159.87, cardio
555.58, -7.79, 12, 16, 10, 311.71, antiinfective
687.87, 1.91, 3, 13, 6, 165.98, antiinfective
268.41, 1.76, 1, 3, 2, 41.99, cardio
322.28, -3.99, 3, 6, 8, 166.1, antiinfective
263.26, -1.3, 0, 7, 2, 91.15, antiinfective
270.24, 2.58, 3, 5, 1, 90.9, antineoplastic
384.54, 3.04, 1, 3, 10, 39.97, cardio
142.11, -2.34, 0, 4, 2, 80.26, antineoplastic
439.02, 0.83, 5, 7, 9, 111.05, antiinfective
357.32, -1.39, 3, 7, 5, 175.58, antiinfective
146.19, -0.47, 3, 3, 4, 89.34, antineoplastic
533.63, 1.4, 3, 6, 3, 118.21, cardio
247.34, 2.64, 1, 3, 4, 38.33, cns
534.58, -1.25, 5, 12, 6, 198.89, antiinfective
959.13, -1.03, 12, 19, 9, 315.21, antiinfective
384.43, 2.6, 1, 7, 4, 100.52, antiinfective
359.67, 6.04, 1, 3, 3, 37.91, antiinfective
792.02, 4.47, 3, 12, 6, 178.36, antiinfective
792.02, 4.47, 3, 12, 6, 178.36, antiinfective
309.27, 0.21, 2, 2, 0, 52.04, antineoplastic
282.34, 2.39, 0, 5, 0, 53.99, antiinfective
357.79, 3.93, 1, 4, 5, 68.53, cns
632.85, 1.01, 4, 16, 12, 159.48, cardio
456.58, 3.21, 0, 6, 11, 60.47, cardio
875.11, 5.6, 3, 14, 8, 170.06, antiinfective
364.78, 2.69, 2, 6, 0, 96.36, antiinfective
244.29, 2.67, 0, 4, 4, 44.12, cns
258.23, -2.54, 4, 7, 2, 124.78, antiinfective
1107.28, -7.7, 19, 18, 23, 510.89, antiinfective
161.16, 1.38, 1, 3, 0, 56.23, antineoplastic
280.36, 1.96, 2, 4, 0, 66.76, antiinfective
451.38, 5.5, 1, 6, 7, 83.03, antiinfective
285.69, -0.3, 3, 8, 2, 119.31, antineoplastic
1155.45, -5.83, 18, 18, 28, 490.66, antiinfective
128.16, 0.43, 2, 2, 0, 48.65, cardio
1060.23, -3.99, 12, 13, 27, 418.78, cardio
283.33, 0.76, 3, 7, 7, 99.61, cardio
1664.92, 0.77, 17, 31, 12, 562.74, antiinfective
273.4, 2.1, 1, 2, 7, 26.56, cns
262.27, 2.66, 2, 3, 0, 58.2, antineoplastic
204.31, -0.29, 4, 4, 9, 64.52, antiinfective
596.48, 8.35, 0, 6, 0, 77.34, antiinfective
313.79, 3.43, 1, 4, 0, 36.86, cns
531.55, -2.24, 2, 9, 8, 193.71, antiinfective
214.56, 0.97, 1, 2, 0, 38.91, antiinfective
904.94, -9.93, 19, 19, 16, 499.72, antiinfective
395.42, -0.17, 4, 9, 5, 158.21, antiinfective
363.4, 0.15, 4, 6, 4, 132.96, antiinfective
278.26, -2.07, 6, 6, 5, 156.19, antiinfective
268.74, 1.4, 1, 3, 4, 41.57, cns
563.57, -2.41, 5, 11, 6, 222.86, antiinfective
496.57, 2.99, 6, 7, 6, 164.51, antiinfective
408.55, 1.99, 2, 4, 6, 92.66, cns
671.69, -0.26, 6, 9, 12, 240.04, antiinfective
169.18, 0.09, 4, 4, 2, 86.71, cardio
765.04, 6.43, 4, 10, 12, 161.21, antiinfective
70.09, 1.29, 0, 1, 2, 9.23, cns
361.42, 1.06, 2, 5, 5, 99.07, antiinfective
180.28, 1.67, 1, 2, 3, 38.91, antiinfective
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
286.41, 1.91, 0, 4, 10, 80.26, cns
427.42, 4.34, 1, 3, 5, 38.82, cns
525.6, 2.66, 2, 8, 1, 139.04, antiinfective
545.63, 2.58, 2, 10, 9, 123.99, antineoplastic
530.66, 3.01, 4, 8, 3, 129.59, cardio
875.11, 5.6, 3, 14, 8, 170.06, antiinfective
287.36, 1.42, 2, 4, 0, 52.93, cns
294.4, 3.16, 1, 3, 3, 36.36, antiinfective
409.5, 4.51, 1, 6, 5, 85.17, cardio
364.35, 2.96, 3, 6, 0, 111.9, antiinfective
455.47, -0.62, 3, 11, 7, 173.51, antiinfective
216.26, 0.05, 1, 3, 0, 51.03, antineoplastic
299.29, 1.31, 2, 5, 6, 100.88, antiinfective
480.57, -1.28, 2, 10, 7, 150.04, antiinfective
466.59, 4.19, 2, 5, 8, 75.52, cardio
354.5, 1.96, 4, 2, 4, 72.84, cardio
178.06, 2.81, 0, 0, 0, 0.0, antineoplastic
346.47, 4.99, 2, 2, 6, 39.26, cns
418.58, 3.63, 6, 6, 12, 104.98, cardio
256.23, 1.04, 2, 4, 5, 104.64, cns
272.39, 3.26, 1, 2, 3, 32.34, cardio
320.47, 5.43, 1, 2, 14, 49.83, cardio
350.5, 4.34, 2, 3, 12, 66.76, cardio
1163.16, -16.32, 24, 30, 18, 672.86, antiinfective
1473.61, -6.23, 21, 32, 37, 639.1, antineoplastic
117.11, -0.06, 1, 3, 1, 61.77, antineoplastic
104.11, -0.16, 2, 2, 3, 57.53, cns
326.44, 3.4, 1, 4, 4, 45.59, cardio
866.1, 4.98, 6, 14, 11, 225.92, antiinfective
640.38, 0.44, 6, 11, 4, 191.05, antineoplastic
1169.21, -26.05, 28, 24, 18, 688.46, antiinfective
380.49, -0.53, 4, 5, 9, 169.47, cns
593.65, -0.19, 2, 16, 9, 206.11, antiinfective
364.95, 2.52, 0, 1, 1, 20.31, antiinfective
357.41, -1.46, 5, 5, 11, 172.43, antiinfective
877.05, 4.74, 6, 15, 5, 216.66, antiinfective
442.6, 4.2, 0, 5, 9, 59.08, cns
207.21, -0.66, 1, 4, 5, 82.12, cns
666.91, 5.48, 2, 4, 6, 46.94, cns
482.54, 3.84, 3, 7, 2, 89.68, antineoplastic
430.47, -1.12, 7, 7, 9, 211.43, antiinfective
294.4, 3.16, 1, 3, 3, 36.36, antiinfective
1034.2, -2.7, 13, 22, 11, 337.86, antiinfective
203.24, 0.22, 1, 5, 6, 78.62, cns
198.31, 0.53, 2, 2, 3, 67.64, cardio
432.6, 4.19, 3, 5, 13, 86.99, cardio
257.22, -1.07, 3, 7, 2, 110.6, antineoplastic
487.69, 5.82, 1, 7, 12, 87.33, antiinfective
497.5, 1.02, 5, 10, 3, 176.61, antineoplastic
324.43, 1.06, 2, 6, 2, 69.64, antiinfective
369.53, 2.48, 2, 3, 3, 43.7, cardio
493.75, 4.97, 1, 6, 9, 66.84, antiinfective
807.89, 3.26, 5, 14, 8, 224.45, antineoplastic
1713.1, 4.59, 6, 25, 17, 407.62, antiinfective
1093.33, -3.31, 16, 18, 23, 412.03, antiinfective
383.41, -0.56, 3, 9, 5, 147.21, antiinfective
537.62, 5.61, 2, 7, 6, 94.72, antiinfective
837.06, 2.21, 5, 17, 13, 216.89, antiinfective
542.58, -0.92, 4, 12, 9, 204.91, antiinfective
124.14, 1.4, 1, 2, 1, 29.46, antineoplastic
1620.69, -5.62, 22, 24, 35, 702.02, antiinfective
926.11, 0.94, 12, 17, 3, 319.61, antiinfective
238.33, 3.27, 1, 2, 1, 15.27, cns
366.51, 3.87, 1, 3, 6, 43.78, cns
1111.34, 2.34, 6, 18, 9, 332.4, antiinfective
427.56, 4.67, 1, 3, 8, 44.81, cns
226.28, 1.18, 2, 3, 4, 75.27, cns
778.95, 4.75, 2, 11, 7, 133.87, antineoplastic
221.3, 1.05, 3, 3, 5, 53.16, antineoplastic
30.03, -0.18, 0, 1, 0, 17.07, antiinfective
331.34, 0.88, 1, 6, 5, 85.08, antiinfective
483.52, -7.33, 11, 15, 6, 288.4, antiinfective
306.28, 0.74, 1, 7, 5, 81.65, antiinfective
120.18, -0.97, 3, 2, 1, 44.29, antiinfective
794.41, 5.39, 3, 11, 8, 156.47, antineoplastic
495.57, 3.09, 2, 7, 2, 114.46, antineoplastic
360.17, -0.2, 2, 4, 3, 106.88, antiinfective
690.86, 2.27, 2, 11, 7, 176.42, antiinfective
356.06, 5.86, 2, 3, 2, 40.46, antiinfective
645.67, 2.25, 6, 12, 6, 210.23, antineoplastic
280.36, 1.96, 2, 4, 0, 66.76, antiinfective
530.66, 3.01, 4, 8, 3, 129.59, cardio
828.01, 3.01, 3, 16, 12, 206.05, antiinfective
204.31, -0.29, 4, 4, 9, 64.52, antiinfective
210.18, 1.21, 3, 5, 2, 94.83, antiinfective
124.16, -0.02, 0, 3, 2, 43.37, antineoplastic
1473.61, -6.23, 21, 32, 37, 639.1, antineoplastic
523.57, 0.98, 3, 12, 8, 177.42, antiinfective
369.53, 2.48, 2, 3, 3, 43.7, cardio
164.2, 2.13, 1, 2, 3, 29.46, antiinfective
244.21, -3.17, 4, 9, 2, 143.72, antineoplastic
538.58, -1.57, 2, 9, 6, 176.33, antiinfective
486.61, 5.89, 3, 4, 17, 121.13, antiinfective
428.44, 2.54, 0, 8, 3, 109.11, antiinfective
440.52, 0.77, 2, 8, 6, 122.24, antiinfective
349.41, 0.35, 3, 5, 4, 112.73, antiinfective
331.18, 3.75, 1, 4, 5, 63.6, cardio
250.26, 1.87, 1, 4, 1, 73.95, cardio
847.02, 4.62, 5, 14, 4, 205.55, antiinfective
387.89, 4.0, 0, 3, 6, 35.91, cns
451.5, 2.8, 2, 8, 11, 120.39, antineoplastic
379.5, 2.89, 3, 5, 9, 90.9, cardio
292.38, 1.7, 3, 4, 5, 70.59, cardio
1110.09, 5.57, 9, 20, 14, 354.89, antineoplastic
835.09, 2.2, 5, 16, 12, 196.33, antiinfective
324.78, 2.85, 0, 6, 3, 61.42, antineoplastic
550.65, 3.7, 4, 7, 12, 145.33, antiinfective
262.31, 1.31, 1, 3, 3, 66.48, cns
283.11, -0.37, 5, 4, 4, 148.18, cardio
1270.29, -3.9, 16, 23, 18, 510.14, antiinfective
548.67, 2.29, 3, 9, 5, 131.75, cardio
548.67, 2.29, 3, 9, 5, 131.75, cardio
959.13, -1.03, 12, 19, 9, 315.21, antiinfective
934.95, -1.01, 13, 19, 4, 383.47, antiinfective
325.54, 5.53, 1, 3, 17, 52.32, cardio
519.51, -3.51, 9, 9, 17, 274.55, antineoplastic
242.32, 2.0, 2, 2, 0, 58.88, cns
875.11, 5.6, 3, 14, 8, 170.06, antiinfective
435.44, -1.17, 4, 10, 7, 201.58, antiinfective
322.5, 4.39, 0, 2, 8, 6.48, cardio
457.48, 0.03, 5, 9, 3, 164.63, antiinfective
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
283.24, -2.69, 5, 9, 2, 159.51, antineoplastic
261.3, 2.09, 0, 3, 3, 68.55, cns
417.55, 5.62, 1, 5, 14, 77.62, antiinfective
334.78, 2.9, 2, 3, 6, 72.19, cns
139.18, -0.78, 2, 3, 3, 80.39, cns
422.92, 4.27, 2, 6, 8, 92.51, cardio
234.34, 3.16, 0, 2, 2, 34.14, antiinfective
649.77, 5.87, 0, 4, 10, 127.86, antineoplastic
499.65, 4.26, 0, 7, 11, 73.06, antineoplastic
598.09, 4.97, 4, 6, 14, 144.6, antineoplastic
428.53, 3.29, 1, 6, 12, 69.26, cardio
286.72, 2.45, 2, 3, 1, 61.69, cns
294.31, 2.32, 3, 4, 4, 93.35, antineoplastic
249.27, 2.53, 2, 4, 4, 76.24, antiinfective
336.47, 4.28, 2, 3, 13, 74.6, antiinfective
444.44, -0.37, 6, 9, 2, 181.62, antiinfective
311.3, 2.87, 2, 4, 3, 95.71, cardio
652.91, 4.96, 4, 10, 24, 119.9, cardio
709.85, 2.34, 5, 12, 14, 201.93, antiinfective
299.41, 3.36, 1, 3, 3, 40.54, cns
271.3, 4.07, 1, 5, 4, 67.53, antiinfective
349.39, 2.65, 2, 5, 2, 78.45, antineoplastic
313.4, 3.19, 1, 4, 6, 39.72, cns
806.99, 3.82, 4, 14, 8, 188.9, cardio
787.81, 1.14, 5, 17, 7, 229.44, antineoplastic
1101.44, 4.37, 4, 11, 13, 235.38, antiinfective
179.22, 2.04, 1, 2, 3, 38.33, cns
312.41, 2.53, 0, 2, 1, 40.62, antiinfective
527.53, 1.03, 5, 11, 4, 185.84, antineoplastic
460.7, 5.86, 3, 4, 9, 69.92, antineoplastic
377.38, -2.29, 5, 8, 11, 192.96, antineoplastic
843.06, 2.33, 4, 16, 11, 195.38, antiinfective
220.23, 0.83, 4, 3, 3, 99.34, cns
585.66, 0.36, 7, 11, 6, 205.76, antiinfective
639.83, 5.73, 2, 9, 3, 116.04, antiinfective
275.09, -1.09, 4, 3, 2, 106.86, antiinfective
435.46, 2.47, 2, 7, 1, 107.44, antineoplastic
1106.34, 0.37, 14, 12, 30, 374.2, antineoplastic
471.99, 2.11, 3, 6, 8, 105.76, cardio
313.25, 2.52, 0, 6, 4, 120.12, cns
297.14, 0.45, 3, 5, 5, 95.86, antiinfective
315.37, -0.31, 3, 6, 5, 110.05, antineoplastic
1093.33, -3.31, 16, 18, 23, 412.03, antiinfective
334.37, 2.7, 2, 6, 7, 77.38, antineoplastic
557.61, 0.83, 2, 14, 10, 180.97, antiinfective
575.49, 5.29, 2, 4, 10, 78.67, cardio
276.26, 0.77, 0, 8, 3, 113.73, antineoplastic
926.11, 0.94, 12, 17, 3, 319.61, antiinfective
426.46, -1.87, 2, 11, 7, 159.27, antiinfective
387.52, 5.7, 1, 3, 8, 32.7, antineoplastic
441.54, 4.03, 2, 5, 7, 102.29, cns
324.41, 3.64, 2, 4, 3, 52.93, cns
1483.93, -4.55, 21, 19, 32, 641.02, antiinfective
908.04, 6.57, 5, 10, 17, 213.78, cns
333.14, -0.46, 3, 6, 3, 104.55, antiinfective
122.19, 0.47, 1, 0, 2, 27.64, cns
279.19, -1.66, 4, 7, 6, 147.9, antiinfective
1017.11, 8.7, 6, 10, 0, 182.3, antineoplastic
164.16, -2.35, 4, 5, 5, 97.99, antiinfective
293.37, 2.93, 0, 5, 4, 78.29, antineoplastic
901.01, 2.81, 9, 17, 21, 271.59, antiinfective
467.52, -6.3, 10, 14, 6, 268.17, antiinfective
426.41, -0.67, 5, 7, 9, 194.09, antineoplastic
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
287.22, -0.05, 3, 7, 5, 136.38, antiinfective
710.81, 0.26, 6, 14, 8, 210.9, cardio
266.34, 0.45, 3, 4, 8, 84.58, cardio
285.43, 3.88, 1, 2, 2, 23.47, cns
266.68, -1.91, 0, 5, 2, 94.58, antiinfective
